asof,qqq_close
2014-01-31,78.13790893554688
2014-02-28,82.16388702392578
2014-03-31,79.91787719726562
2014-04-30,79.66265106201172
2014-05-31,83.23603820800781
2014-06-30,85.83615112304688
2014-07-31,86.85072326660156
2014-08-31,91.20149230957031
2014-09-30,90.51141357421875
2014-10-31,92.9026870727539
2014-11-30,97.12637329101562
2014-12-31,94.95013427734375
2015-01-31,92.97299194335938
2015-02-28,99.68617248535156
2015-03-31,97.33457946777344
2015-04-30,99.20569610595703
2015-05-31,101.43627166748047
2015-06-30,98.91649627685547
2015-07-31,103.42488861083984
2015-08-31,96.3666763305664
2015-09-30,94.23960876464844
2015-10-31,104.95453643798828
2015-11-30,105.59357452392578
2015-12-31,103.9095687866211
2016-01-31,96.72897338867188
2016-02-29,95.2148208618164
2016-03-31,101.7395248413086
2016-04-30,98.49726867675781
2016-05-31,102.80162048339844
2016-06-30,100.45979309082031
2016-07-31,107.64350128173828
2016-08-31,108.7738265991211
2016-09-30,111.18158721923828
2016-10-31,109.56144714355469
2016-11-30,110.03903198242188
2016-12-31,111.28494262695312
2017-01-31,117.00511169433594
2017-02-28,122.1241455078125
2017-03-31,124.59939575195312
2017-04-30,127.99726104736328
2017-05-31,132.9857635498047
2017-06-30,129.90321350097656
2017-07-31,135.1790008544922
2017-08-31,137.98208618164062
2017-09-30,137.57469177246094
2017-10-31,143.9119110107422
2017-11-30,146.74954223632812
2017-12-31,147.63458251953125
2018-01-31,160.56297302246094
2018-02-28,158.48727416992188
2018-03-31,152.02284240722656
2018-04-30,152.7918243408203
2018-05-31,161.45960998535156
2018-06-30,163.3083953857422
2018-07-31,167.87509155273438
2018-08-31,177.57943725585938
2018-09-30,177.07936096191406
2018-10-31,161.8581085205078
2018-11-30,161.4291534423828
2018-12-31,147.4481964111328
2019-01-31,160.73446655273438
2019-02-28,165.54234313964844
2019-03-31,172.0391387939453
2019-04-30,181.50013732910156
2019-05-31,166.57135009765625
2019-06-30,179.21417236328125
2019-07-31,183.3984832763672
2019-08-31,179.91476440429688
2019-09-30,181.56619262695312
2019-10-31,189.51889038085938
2019-11-30,197.23121643066406
2019-12-31,204.89634704589844
2020-01-31,211.12197875976562
2020-02-29,198.33343505859375
2020-03-31,183.8831329345703
2020-04-30,211.41734313964844
2020-05-31,225.37277221679688
2020-06-30,239.541259765625
2020-07-31,257.13916015625
2020-08-31,285.28240966796875
2020-09-30,268.79693603515625
2020-10-31,260.6122741699219
2020-11-30,289.8680114746094
2020-12-31,304.0787658691406
2021-01-31,304.8734130859375
2021-02-28,304.4664306640625
2021-03-31,309.6934509277344
2021-04-30,327.9956970214844
2021-05-31,324.0558776855469
2021-06-30,344.34844970703125
2021-07-31,354.20013427734375
2021-08-31,369.14263916015625
2021-09-30,348.16375732421875
2021-10-31,375.5433044433594
2021-11-30,383.0423278808594
2021-12-31,387.4563293457031
2022-01-31,353.5653991699219
2022-02-28,337.73992919921875
2022-03-31,353.5052795410156
2022-04-30,305.4435729980469
2022-05-31,300.597412109375
2022-06-30,273.8205261230469
2022-07-31,308.1897888183594
2022-08-31,292.37286376953125
2022-09-30,261.5698547363281
2022-10-31,272.03228759765625
2022-11-30,287.1141052246094
2022-12-31,261.234619140625
2023-01-31,289.03765869140625
2023-02-28,287.99774169921875
2023-03-31,315.3365783691406
2023-04-30,316.9381408691406
2023-05-31,341.92498779296875
2023-06-30,363.4793395996094
2023-07-31,377.5099792480469
2023-08-31,371.9114990234375
2023-09-30,353.0189514160156
2023-10-31,345.7273864746094
2023-11-30,383.13104248046875
2023-12-31,404.536376953125
2024-01-31,411.895751953125
2024-02-29,433.6576843261719
2024-03-31,439.1866760253906
2024-04-30,419.97760009765625
2024-05-31,445.8138427734375
2024-06-30,474.6585998535156
2024-07-31,466.69329833984375
2024-08-31,471.844970703125
2024-09-30,484.2148742675781
2024-10-31,480.0281982421875
2024-11-30,505.7137145996094
2024-12-31,508.0097961425781
2025-01-31,519.0001220703125
2025-02-28,504.96905517578125
2025-03-31,466.6611633300781
2025-04-30,473.1795959472656
2025-05-31,516.609375
2025-06-30,549.5992431640625
2025-07-31,562.9197387695312
2025-08-31,568.2898559570312
2025-09-30,598.8424072265625
2025-10-31,627.4694213867188
2025-11-30,617.67431640625
2025-12-31,613.536376953125
2026-01-31,621.0868530273438
2026-02-28,606.5252075195312
2026-03-31,577.1799926757812
2026-04-30,667.739990234375
2026-05-31,711.22998046875
